PassengerId,Full Name,Title,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
436,LucilePolk,,1,1,female,14.0,1,2,120.0,S
437,DoolinaMargaretDaisy,,0,3,female,21.0,2,2,34.375,S
438,Sidney,,1,2,female,24.0,2,3,18.75,S
439,Mark,Mr,0,1,male,64.0,1,4,263.0,S
440,JohanHenrikJohannesson,Mr,0,2,male,31.0,0,0,10.5,S
441,Benjamin,,1,2,female,45.0,1,1,26.25,S
442,Leon,Mr,0,3,male,20.0,0,0,9.5,S
443,JohanEmil,Mr,0,3,male,25.0,1,0,7.775,S
444,Encarnacion,Mrs,1,2,female,28.0,0,0,13.0,S
445,Bernt,Mr,1,3,male,28.0,0,0,8.1125,S
446,Washington,Master,1,1,male,4.0,0,2,81.8583,S
447,MadeleineViolet,,1,2,female,13.0,0,1,19.5,S
448,FredericKimber,Mr,1,1,male,34.0,0,0,26.55,S
449,MarieCatherine,,1,3,female,5.0,2,1,19.2583,C
450,ArthurGodfrey,Officer,1,1,male,52.0,0,0,30.5,S
451,EdwyArthur,Mr,0,2,male,36.0,1,2,27.75,S
452,IngvaldOlaiOlsen,Mr,0,3,male,28.0,1,0,19.9667,S
453,BenjaminLaventall,Mr,0,1,male,30.0,0,0,27.75,C
454,SamuelL,Mr,1,1,male,49.0,1,0,89.1042,C
455,Joseph,Mr,0,3,male,28.0,0,0,8.05,S
456,Ivan,Mr,1,3,male,29.0,0,0,7.8958,C
457,FrancisDavis,Mr,0,1,male,65.0,0,0,26.55,S
458,FrederickR,,1,1,female,28.0,1,0,51.8625,S
459,Ellen,,1,2,female,50.0,0,0,10.5,S
460,Maurice,Mr,0,3,male,28.0,0,0,7.75,Q
461,Harry,Mr,1,1,male,48.0,0,0,26.55,S
462,William,Mr,0,3,male,34.0,0,0,8.05,S
463,ArthurH,Mr,0,1,male,47.0,0,0,38.5,S
464,JacobChristian,Mr,0,2,male,48.0,0,0,13.0,S
465,Simon,Mr,0,3,male,28.0,0,0,8.05,S
466,ManuelEstanslas,Mr,0,3,male,38.0,0,0,7.05,S
467,William,Mr,0,2,male,28.0,0,0,0.0,S
468,JohnMontgomery,Mr,0,1,male,56.0,0,0,26.55,S
469,James,Mr,0,3,male,28.0,0,0,7.725,Q
470,HeleneBarbara,,1,3,female,0.75,2,1,19.2583,C
471,Arthur,Mr,0,3,male,28.0,0,0,7.25,S
472,Luka,Mr,0,3,male,38.0,0,0,8.6625,S
473,EdwyArthur,,1,2,female,33.0,1,2,27.75,S
474,AminS,,1,2,female,23.0,0,0,13.7917,C
475,IdaSofia,,0,3,female,22.0,0,0,9.8375,S
476,GeorgeQuincy,Mr,0,1,male,28.0,0,0,52.0,S
477,PeterHenry,Mr,0,2,male,34.0,1,0,21.0,S
478,LewisRichard,Mr,0,3,male,29.0,1,0,7.0458,S
479,NilsAugust,Mr,0,3,male,22.0,0,0,7.5208,S
480,HildurE,,1,3,female,2.0,0,1,12.2875,S
481,HaroldVictor,Master,0,3,male,9.0,5,2,46.9,S
482,AnthonyWoodArchie,Mr,0,2,male,28.0,0,0,0.0,S
483,RichardHenry,Mr,0,3,male,50.0,0,0,8.05,S
484,,,1,3,female,63.0,0,0,9.5875,S
485,DickinsonH,Mr,1,1,male,25.0,1,0,91.0792,C
486,Jeannie,,0,3,female,28.0,3,1,25.4667,S
487,FrederickMaxfield,,1,1,female,35.0,1,0,90.0,S
488,EdwardAustin,Mr,0,1,male,58.0,0,0,29.7,C
489,FrancisWilliam,Mr,0,3,male,30.0,0,0,8.05,S
490,EdenLeslieNeville,Master,1,3,male,9.0,1,1,15.9,S
491,KonradMathiasReiersen,Mr,0,3,male,28.0,1,0,19.9667,S
492,Einar,Mr,0,3,male,21.0,0,0,7.25,S
493,HarryMarkland,Mr,0,1,male,55.0,0,0,30.5,S
494,Ramon,Mr,0,1,male,71.0,0,0,49.5042,C
495,EdwardRoland,Mr,0,3,male,21.0,0,0,8.05,S
496,Gerious,Mr,0,3,male,28.0,0,0,14.4583,C
497,ElizabethMussey,,1,1,female,54.0,1,0,78.2667,C
498,FrederickWilliam,Mr,0,3,male,28.0,0,0,15.1,S
499,HudsonJC,,0,1,female,25.0,1,2,151.55,S
500,Olof,Mr,0,3,male,24.0,0,0,7.7958,S
501,Petar,Mr,0,3,male,17.0,0,0,8.6625,S
502,Mary,,0,3,female,21.0,0,0,7.75,Q
503,BridgetMary,,0,3,female,28.0,0,0,7.6292,Q
504,KristinaSofia,,0,3,female,37.0,0,0,9.5875,S
505,Roberta,,1,1,female,16.0,0,0,86.5,S
506,VictordeSatode,Mr,0,1,male,18.0,1,0,108.9,C
507,FrederickCharles,,1,2,female,33.0,0,2,26.0,S
508,George,Mr,1,1,male,28.0,0,0,26.55,S
509,HenryMargido,Mr,0,3,male,28.0,0,0,22.525,S
510,Fang,Mr,1,3,male,26.0,0,0,56.4958,S
511,EugenePatrick,Mr,1,3,male,29.0,0,0,7.75,Q
512,James,Mr,0,3,male,28.0,0,0,8.05,S
513,JamesRobert,Mr,1,1,male,36.0,0,0,26.2875,S
514,Martin,,1,1,female,54.0,1,0,59.4,C
515,Satio,Mr,0,3,male,24.0,0,0,7.4958,S
516,WilliamAnderson,Mr,0,1,male,47.0,0,0,34.0208,S
517,,,1,2,female,34.0,0,0,10.5,S
518,Patrick,Mr,0,3,male,28.0,0,0,24.15,Q
519,WilliamA,,1,2,female,36.0,1,0,26.0,S
520,Stefo,Mr,0,3,male,32.0,0,0,7.8958,S
521,Anne,,1,1,female,30.0,0,0,93.5,S
522,Janko,Mr,0,3,male,22.0,0,0,7.8958,S
523,Sarkis,Mr,0,3,male,28.0,0,0,7.225,C
524,LouisAlbert,,1,1,female,44.0,0,1,57.9792,C
525,Fared,Mr,0,3,male,28.0,0,0,7.2292,C
526,James,Mr,0,3,male,40.5,0,0,7.75,Q
527,Lucy,,1,2,female,50.0,0,0,10.5,S
528,John,Mr,0,1,male,28.0,0,0,221.7792,S
529,JohanWerner,Mr,0,3,male,39.0,0,0,7.925,S
530,RichardGeorge,Mr,0,2,male,23.0,2,1,11.5,S
531,PhyllisMay,,1,2,female,2.0,1,1,26.0,S
532,Nakli,Mr,0,3,male,28.0,0,0,7.2292,C
533,JosephJr,Mr,0,3,male,17.0,1,1,7.2292,C
534,Catherine,,1,3,female,28.0,0,2,22.3583,C
535,Marija,,0,3,female,30.0,0,0,8.6625,S
536,EvaMiriam,,1,2,female,7.0,0,2,26.25,S
537,ArchibaldWillingham,Officer,0,1,male,45.0,0,0,26.55,S
538,Bertha,,1,1,female,30.0,0,0,106.425,C
539,SamuelBeard,Mr,0,3,male,28.0,0,0,14.5,S
540,HedwigMargaritha,,1,1,female,22.0,0,2,49.5,C
541,HarrietR,,1,1,female,36.0,0,2,71.0,S
542,IngeborgConstanzia,,0,3,female,9.0,4,2,31.275,S
543,SigridElisabeth,,0,3,female,11.0,4,2,31.275,S
544,Edward,Mr,1,2,male,32.0,1,0,26.0,S
545,WalterDonald,Mr,0,1,male,50.0,1,0,106.425,C
546,ArthurErnest,Mr,0,1,male,64.0,0,0,26.0,S
547,Edward,,1,2,female,19.0,1,0,26.0,S
548,Julian,Mr,1,2,male,28.0,0,0,13.8625,C
549,FrankJohn,Mr,0,3,male,33.0,1,1,20.525,S
550,JohnMorganJr,Master,1,2,male,8.0,1,1,36.75,S
551,JohnBorlandJr,Mr,1,1,male,17.0,0,2,110.8833,C
552,PercivalJamesR,Mr,0,2,male,27.0,0,0,26.0,S
553,Timothy,Mr,0,3,male,28.0,0,0,7.8292,Q
554,Fahim,Mr,1,3,male,22.0,0,0,7.225,C
555,Velin,,1,3,female,22.0,0,0,7.775,S
556,George,Mr,0,1,male,62.0,0,0,26.55,S
557,,Royalty,1,1,female,48.0,1,0,39.6,C
558,Victor,Mr,0,1,male,28.0,0,0,227.525,C
559,Emil,,1,1,female,39.0,1,1,79.65,S
560,GuillaumeJoseph,,1,3,female,36.0,1,0,17.4,S
561,ThomasRowan,Mr,0,3,male,28.0,0,0,7.75,Q
562,Husein,Mr,0,3,male,40.0,0,0,7.8958,S
563,RobertDouglas,Mr,0,2,male,28.0,0,0,13.5,S
564,John,Mr,0,3,male,28.0,0,0,8.05,S
565,,,0,3,female,28.0,0,0,8.05,S
566,AlfredJ,Mr,0,3,male,24.0,2,0,24.15,S
567,Ilia,Mr,0,3,male,19.0,0,0,7.8958,S
568,Nils,,0,3,female,29.0,0,4,21.075,S
569,Tannous,Mr,0,3,male,28.0,0,0,7.2292,C
570,Carl,Mr,1,3,male,32.0,0,0,7.8542,S
571,George,Mr,1,2,male,62.0,0,0,10.5,S
572,EdwardDale,,1,1,female,53.0,2,0,51.4792,S
573,JohnIrwin,Mr,1,1,male,36.0,0,0,26.3875,S
574,Mary,,1,3,female,28.0,0,0,7.75,Q
575,AlfredGeorgeJohn,Mr,0,3,male,16.0,0,0,8.05,S
576,George,Mr,0,3,male,19.0,0,0,14.5,S
577,Ethel,,1,2,female,34.0,0,0,13.0,S
578,WilliamBaird,,1,1,female,39.0,1,0,55.9,S
579,Joseph,,0,3,female,28.0,1,0,14.4583,C
580,Eiriik,Mr,1,3,male,32.0,0,0,7.925,S
581,JulieRachel,,1,2,female,25.0,1,1,30.0,S
582,JohnBorland,,1,1,female,39.0,1,1,110.8833,C
583,WilliamJames,Mr,0,2,male,54.0,0,0,26.0,S
584,JohnHugo,Mr,0,1,male,36.0,0,0,40.125,C
585,Uscher,Mr,0,3,male,28.0,0,0,8.7125,C
586,Ruth,,1,1,female,18.0,0,2,79.65,S
587,JohnDenzil,Mr,0,2,male,47.0,0,0,15.0,S
588,Maxmillian,Mr,1,1,male,60.0,1,1,79.2,C
589,Eliezer,Mr,0,3,male,22.0,0,0,8.05,S
590,Joseph,Mr,0,3,male,28.0,0,0,8.05,S
591,Matti,Mr,0,3,male,35.0,0,0,7.125,S
592,WalterBertram,,1,1,female,52.0,1,0,78.2667,C
593,WilliamJames,Mr,0,3,male,47.0,0,0,7.25,S
594,Mary,,0,3,female,28.0,0,2,7.75,Q
595,JohnHenry,Mr,0,2,male,37.0,1,0,26.0,S
596,JeanBaptiste,Mr,0,3,male,36.0,1,1,24.15,S
597,JessieWills,,1,2,female,28.0,0,0,33.0,S
598,Alfred,Mr,0,3,male,49.0,0,0,0.0,S
599,Hanna,Mr,0,3,male,28.0,0,0,7.225,C
600,CosmoEdmund,Royalty,1,1,male,49.0,1,0,56.9292,C
601,SidneySamuel,,1,2,female,24.0,2,1,27.0,S
602,Petco,Mr,0,3,male,28.0,0,0,7.8958,S
603,CharlesH,Mr,0,1,male,28.0,0,0,42.4,S
604,ErnstWilliam,Mr,0,3,male,44.0,0,0,8.05,S
605,Harry,Mr,1,1,male,35.0,0,0,26.55,C
606,EdvardBengtsson,Mr,0,3,male,36.0,1,0,15.55,S
607,Milan,Mr,0,3,male,30.0,0,0,7.8958,S
608,RobertWilliams,Mr,1,1,male,27.0,0,0,30.5,S
609,Joseph,,1,2,female,22.0,1,2,41.5792,C
610,ElizabethW,,1,1,female,40.0,0,0,153.4625,S
611,AndersJohan,,0,3,female,39.0,1,5,31.275,S
612,JoseNeto,Mr,0,3,male,28.0,0,0,7.05,S
613,MargaretJane,,1,3,female,28.0,1,0,15.5,Q
614,John,Mr,0,3,male,28.0,0,0,7.75,Q
615,WilliamAlfred,Mr,0,3,male,35.0,0,0,8.05,S
616,Alice,,1,2,female,24.0,1,2,65.0,S
617,ErnstGilbert,Mr,0,3,male,34.0,1,1,14.4,S
618,WilliamArthur,,0,3,female,26.0,1,0,16.1,S
619,MarionLouise,,1,2,female,4.0,2,1,39.0,S
620,Lawrence,Mr,0,2,male,26.0,0,0,10.5,S
621,Antoni,Mr,0,3,male,27.0,1,0,14.4542,C
622,EdwinNelsonJr,Mr,1,1,male,42.0,1,0,52.5542,S
623,Sahid,Mr,1,3,male,20.0,1,1,15.7417,C
624,HenryDamsgaard,Mr,0,3,male,21.0,0,0,7.8542,S
625,DavidJohnDai,Mr,0,3,male,21.0,0,0,16.1,S
626,Frederick,Mr,0,1,male,61.0,0,0,32.3208,S
627,CharlesLeonard,Officer,0,2,male,57.0,0,0,12.35,Q
628,GretchenFiske,,1,1,female,21.0,0,0,77.9583,S
629,Guentcho,Mr,0,3,male,26.0,0,0,7.8958,S
630,PatrickD,Mr,0,3,male,28.0,0,0,7.7333,Q
631,AlgernonHenryWilson,Mr,1,1,male,80.0,0,0,30.0,S
632,JohanSvensson,Mr,0,3,male,51.0,0,0,7.0542,S
633,Max,Officer,1,1,male,32.0,0,0,30.5,C
634,WilliamHenryMarsh,Mr,0,1,male,28.0,0,0,0.0,S
635,Mabel,,0,3,female,9.0,3,2,27.9,S
636,Mary,,1,2,female,28.0,0,0,13.0,S
637,AnttiGustaf,Mr,0,3,male,32.0,0,0,7.925,S
638,Harvey,Mr,0,2,male,31.0,1,1,26.25,S
639,Juha,,0,3,female,41.0,0,5,39.6875,S
640,Percival,Mr,0,3,male,28.0,1,0,16.1,S
641,HansPeder,Mr,0,3,male,20.0,0,0,7.8542,S
642,Emma,Miss,1,1,female,24.0,0,0,69.3,C
643,MargitElizabeth,,0,3,female,2.0,3,2,27.9,S
644,Choong,Mr,1,3,male,28.0,0,0,56.4958,S
645,Eugenie,,1,3,female,0.75,2,1,19.2583,C
646,HenrySleeper,Mr,1,1,male,48.0,1,0,76.7292,C
647,Liudevit,Mr,0,3,male,19.0,0,0,7.8958,S
648,OberstAlfons,Officer,1,1,male,56.0,0,0,35.5,C
649,Edward,Mr,0,3,male,28.0,0,0,7.55,S
650,AmyZillahElsie,,1,3,female,23.0,0,0,7.55,S
651,Mito,Mr,0,3,male,28.0,0,0,7.8958,S
652,Elsie,,1,2,female,18.0,0,1,23.0,S
653,JohannesHalvorsen,Mr,0,3,male,21.0,0,0,8.4333,S
654,HanoraNorah,,1,3,female,28.0,0,0,7.8292,Q
655,HanoraNora,,0,3,female,18.0,0,0,6.75,Q
656,LeonardMark,Mr,0,2,male,24.0,2,0,73.5,S
657,Alexander,Mr,0,3,male,28.0,0,0,7.8958,S
658,John,,0,3,female,32.0,1,1,15.5,Q
659,GeorgeFloyd,Mr,0,2,male,23.0,0,0,13.0,S
660,ArthurWebster,Mr,0,1,male,58.0,0,2,113.275,C
661,HenryWilliam,Officer,1,1,male,50.0,2,0,133.65,S
662,Mohamed,Mr,0,3,male,40.0,0,0,7.225,C
663,EdwardPomeroy,Mr,0,1,male,47.0,0,0,25.5875,S
664,Peju,Mr,0,3,male,36.0,0,0,7.4958,S
665,EinoWilliam,Mr,1,3,male,20.0,1,0,7.925,S
666,Lewis,Mr,0,2,male,32.0,2,0,73.5,S
667,ReginaldFenton,Mr,0,2,male,25.0,0,0,13.0,S
668,KnudPaust,Mr,0,3,male,28.0,0,0,7.775,S
669,Jacob,Mr,0,3,male,43.0,0,0,8.05,S
670,ElmerZebley,,1,1,female,28.0,1,0,52.0,S
671,ThomasWilliamSolomon,,1,2,female,40.0,1,1,39.0,S
672,Thornton,Mr,0,1,male,31.0,1,0,52.0,S
673,HenryMichael,Mr,0,2,male,70.0,0,0,10.5,S
674,Charles,Mr,1,2,male,31.0,0,0,13.0,S
675,EnnisHastings,Mr,0,2,male,28.0,0,0,0.0,S
676,GustafHjalmar,Mr,0,3,male,18.0,0,0,7.775,S
677,FrederickCharles,Mr,0,3,male,24.5,0,0,8.05,S
678,AnnaSofia,,1,3,female,18.0,0,0,9.8417,S
679,Frederick,,0,3,female,43.0,1,6,46.9,S
680,ThomasDrakeMartinez,Mr,1,1,male,36.0,0,1,512.3292,C
681,Katie,,0,3,female,28.0,0,0,8.1375,Q
682,Hammad,Mr,1,1,male,27.0,0,0,76.7292,C
683,ThorAnderson,Mr,0,3,male,20.0,0,0,9.225,S
684,CharlesEdward,Mr,0,3,male,14.0,5,2,46.9,S
685,ThomasWilliamSolomon,Mr,0,2,male,60.0,1,1,39.0,S
686,JosephPhilippeLemercier,Mr,0,2,male,25.0,1,2,41.5792,C
687,JaakoArnold,Mr,0,3,male,14.0,4,1,39.6875,S
688,Branko,Mr,0,3,male,19.0,0,0,10.1708,S
689,EberhardThelander,Mr,0,3,male,18.0,0,0,7.7958,S
690,GeorgetteAlexandra,,1,1,female,15.0,0,1,211.3375,S
691,AlbertAdrian,Mr,1,1,male,31.0,1,0,57.0,S
692,Manca,,1,3,female,4.0,0,1,13.4167,C
693,Ali,Mr,1,3,male,28.0,0,0,56.4958,S
694,Khalil,Mr,0,3,male,25.0,0,0,7.225,C
695,John,Officer,0,1,male,60.0,0,0,26.55,S
696,CharlesHenry,Mr,0,2,male,52.0,0,0,13.5,S
697,James,Mr,0,3,male,44.0,0,0,8.05,S
698,KatherineKatie,,1,3,female,28.0,0,0,7.7333,Q
699,JohnBorland,Mr,0,1,male,49.0,1,1,110.8833,C
700,AdolfMathiasNicolaiOlsen,Mr,0,3,male,42.0,0,0,7.65,S
701,JohnJacob,,1,1,female,18.0,1,0,227.525,C
702,SpencerVictor,Mr,1,1,male,35.0,0,0,26.2875,S
703,Saiide,,0,3,female,18.0,0,1,14.4542,C
704,Martin,Mr,0,3,male,25.0,0,0,7.7417,Q
705,HenrikJuul,Mr,0,3,male,26.0,1,0,7.8542,S
706,HenrySamuel,Mr,0,2,male,39.0,0,0,26.0,S
707,FlorenceFannie,,1,2,female,45.0,0,0,13.5,S
708,EdwardPennington,Mr,1,1,male,42.0,0,0,26.2875,S
709,Alice,,1,1,female,22.0,0,0,151.55,S
710,HalimGonios,Master,1,3,male,28.0,1,1,15.2458,C
711,BertheAntonine,Miss,1,1,female,24.0,0,0,49.5042,C
712,Herman,Mr,0,1,male,28.0,0,0,26.55,S
713,ElmerZebley,Mr,1,1,male,48.0,1,0,52.0,S
714,AugustViktor,Mr,0,3,male,29.0,0,0,9.4833,S
715,Samuel,Mr,0,2,male,52.0,0,0,13.0,S
716,PeterAndreasLauritzAndersen,Mr,0,3,male,19.0,0,0,7.65,S
717,CarolineLouise,,1,1,female,38.0,0,0,227.525,C
718,EdwinaCeliaWinnie,,1,2,female,27.0,0,0,10.5,S
719,Michael,Mr,0,3,male,28.0,0,0,15.5,Q
720,MalkolmJoackim,Mr,0,3,male,33.0,0,0,7.775,S
721,AnnieJessieNina,,1,2,female,6.0,0,1,33.0,S
722,SvendLauritz,Mr,0,3,male,17.0,1,0,7.0542,S
723,WilliamHenry,Mr,0,2,male,34.0,0,0,13.0,S
724,HenryPrice,Mr,0,2,male,50.0,0,0,13.0,S
725,NormanCampbell,Mr,1,1,male,27.0,1,0,53.1,S
726,Luka,Mr,0,3,male,20.0,0,0,8.6625,S
727,PeterHenry,,1,2,female,30.0,3,0,21.0,S
728,Margareth,,1,3,female,28.0,0,0,7.7375,Q
729,KurtArnoldGottfrid,Mr,0,2,male,25.0,1,0,26.0,S
730,PietaSofia,,0,3,female,25.0,1,0,7.925,S
731,ElisabethWalton,,1,1,female,29.0,0,0,211.3375,S
732,HousseinGN,Mr,0,3,male,11.0,0,0,18.7875,C
733,RobertJ,Mr,0,2,male,28.0,0,0,0.0,S
734,WilliamJohn,Mr,0,2,male,23.0,0,0,13.0,S
735,MosesAaron,Mr,0,2,male,23.0,0,0,13.0,S
736,Leslie,Mr,0,3,male,28.5,0,0,16.1,S
737,Edward,,0,3,female,48.0,1,3,34.375,S
738,GustaveJ,Mr,1,1,male,35.0,0,0,512.3292,C
739,Kanio,Mr,0,3,male,28.0,0,0,7.8958,S
740,Minko,Mr,0,3,male,28.0,0,0,7.8958,S
741,WalterJames,Mr,1,1,male,28.0,0,0,30.0,S
742,TyrellWilliam,Mr,0,1,male,36.0,1,0,78.85,S
743,SusanParkerSuzette,,1,1,female,21.0,2,2,262.375,C
744,Neal,Mr,0,3,male,24.0,1,0,16.1,S
745,Juho,Mr,1,3,male,31.0,0,0,7.925,S
746,EdwardGifford,Officer,0,1,male,70.0,1,1,71.0,S
747,RossmoreEdward,Mr,0,3,male,16.0,1,1,20.25,S
748,Anna,,1,2,female,30.0,0,0,13.0,S
749,DanielWarner,Mr,0,1,male,19.0,1,0,53.1,S
750,Michael,Mr,0,3,male,31.0,0,0,7.75,Q
751,Joan,,1,2,female,4.0,1,1,23.0,S
752,Meier,Master,1,3,male,6.0,0,1,12.475,S
753,JohannesJoseph,Mr,0,3,male,33.0,0,0,9.5,S
754,Lalio,Mr,0,3,male,23.0,0,0,7.8958,S
755,Samuel,,1,2,female,48.0,1,2,65.0,S
756,Viljo,Master,1,2,male,0.67,1,1,14.5,S
757,AugustSigfrid,Mr,0,3,male,28.0,0,0,7.7958,S
758,PercyAndrew,Mr,0,2,male,18.0,0,0,11.5,S
759,ThomasLeonard,Mr,0,3,male,34.0,0,0,8.05,S
760,Countess.of,Royalty,1,1,female,33.0,0,0,86.5,S
761,John,Mr,0,3,male,28.0,0,0,14.5,S
762,IisakkiAntinoAijo,Mr,0,3,male,41.0,0,0,7.125,S
763,HannaAssi,Mr,1,3,male,20.0,0,0,7.2292,C
764,WilliamErnest,,1,1,female,36.0,1,2,120.0,S
765,HansLinus,Mr,0,3,male,16.0,0,0,7.775,S
766,JohnC,,1,1,female,51.0,1,0,77.9583,S
767,ArthurJackson,Officer,0,1,male,28.0,0,0,39.6,C
768,Mary,,0,3,female,30.5,0,0,7.75,Q
769,DanielJ,Mr,0,3,male,28.0,1,0,24.15,Q
770,DanielDanielsen,Mr,0,3,male,32.0,0,0,8.3625,S
771,ReneAime,Mr,0,3,male,24.0,0,0,9.5,S
772,NielsPeder,Mr,0,3,male,48.0,0,0,7.8542,S
773,,,0,2,female,57.0,0,0,10.5,S
774,Dibo,Mr,0,3,male,28.0,0,0,7.225,C
775,Elizabeth,,1,2,female,54.0,1,3,23.0,S
776,PehrFabianOliverMalkolm,Mr,0,3,male,18.0,0,0,7.75,S
777,Roger,Mr,0,3,male,28.0,0,0,7.75,Q
778,VirginiaEthel,,1,3,female,5.0,0,0,12.475,S
779,ThomasJ,Mr,0,3,male,28.0,0,0,7.7375,Q
780,EdwardScott,,1,1,female,43.0,0,1,211.3375,S
781,Banoura,,1,3,female,13.0,0,0,7.2292,C
782,AlbertAdrian,,1,1,female,17.0,1,0,57.0,S
783,MiltonClyde,Mr,0,1,male,29.0,0,0,30.0,S
784,AndrewG,Mr,0,3,male,28.0,1,2,23.45,S
785,William,Mr,0,3,male,25.0,0,0,7.05,S
786,Abraham,Mr,0,3,male,25.0,0,0,7.25,S
787,AnnaSofia,,1,3,female,18.0,0,0,7.4958,S
788,GeorgeHugh,Master,0,3,male,8.0,4,1,29.125,Q
789,BertramVere,Master,1,3,male,1.0,1,2,20.575,S
790,Benjamin,Mr,0,1,male,46.0,0,0,79.2,C
791,AndrewAndy,Mr,0,3,male,28.0,0,0,7.75,Q
792,Alfred,Mr,0,2,male,16.0,0,0,26.0,S
793,StellaAnna,,0,3,female,28.0,8,2,69.55,S
794,WilliamFisher,Mr,0,1,male,28.0,0,0,30.6958,C
795,Ristiu,Mr,0,3,male,25.0,0,0,7.8958,S
796,Richard,Mr,0,2,male,39.0,0,0,13.0,S
797,Alice,Officer,1,1,female,49.0,0,0,25.9292,S
798,Mara,,1,3,female,31.0,0,0,8.6833,S
799,Yousseff,Mr,0,3,male,30.0,0,0,7.2292,C
800,JeanBaptiste,,0,3,female,30.0,1,1,24.15,S
801,Martin,Mr,0,2,male,34.0,0,0,13.0,S
802,Harvey,,1,2,female,31.0,1,1,26.25,S
803,WilliamThorntonII,Master,1,1,male,11.0,1,2,120.0,S
804,AssadAlexander,Master,1,3,male,0.42,0,1,8.5167,C
805,OskarArvid,Mr,1,3,male,27.0,0,0,6.975,S
806,KarlJohan,Mr,0,3,male,31.0,0,0,7.775,S
807,ThomasJr,Mr,0,1,male,39.0,0,0,0.0,S
808,EllenNatalia,,0,3,female,18.0,0,0,7.775,S
809,August,Mr,0,2,male,39.0,0,0,13.0,S
810,NormanCampbell,,1,1,female,33.0,1,0,53.1,S
811,William,Mr,0,3,male,26.0,0,0,7.8875,S
812,James,Mr,0,3,male,39.0,0,0,24.15,S
813,RichardJames,Mr,0,2,male,35.0,0,0,10.5,S
814,EbbaIrisAlfrida,,0,3,female,6.0,4,2,31.275,S
815,ErnestPortage,Mr,0,3,male,30.5,0,0,8.05,S
816,Richard,Mr,0,1,male,28.0,0,0,0.0,S
817,WendlaMaria,,0,3,female,23.0,0,0,7.925,S
818,Albert,Mr,0,2,male,31.0,1,1,37.0042,C
819,JohnFredrikAlexander,Mr,0,3,male,43.0,0,0,6.45,S
820,KarlThorsten,Master,0,3,male,10.0,3,2,27.9,S
821,CharlesMelville,,1,1,female,52.0,1,1,93.5,S
822,Nikola,Mr,1,3,male,27.0,0,0,8.6625,S
823,JohnGeorge,Royalty,0,1,male,38.0,0,0,0.0,S
824,,,1,3,female,27.0,0,1,12.475,S
825,UrhoAbraham,Master,0,3,male,2.0,4,1,39.6875,S
826,John,Mr,0,3,male,28.0,0,0,6.95,Q
827,Len,Mr,0,3,male,28.0,0,0,56.4958,S
828,Andre,Master,1,2,male,1.0,0,2,37.0042,C
829,ThomasJoseph,Mr,1,3,male,28.0,0,0,7.75,Q
830,GeorgeNelson,,1,1,female,62.0,0,0,80.0,S
831,Antoni,,1,3,female,15.0,1,0,14.4542,C
832,GeorgeSibley,Master,1,2,male,0.83,1,1,18.75,S
833,Amin,Mr,0,3,male,28.0,0,0,7.2292,C
834,Albert,Mr,0,3,male,23.0,0,0,7.8542,S
835,OwenGeorge,Mr,0,3,male,18.0,0,0,8.3,S
836,SaraRebecca,,1,1,female,39.0,1,1,83.1583,C
837,Jakob,Mr,0,3,male,21.0,0,0,8.6625,S
838,Maurice,Mr,0,3,male,28.0,0,0,8.05,S
839,Chang,Mr,1,3,male,32.0,0,0,56.4958,S
840,Pierre,Mr,1,1,male,28.0,0,0,29.7,C
841,IlmariRudolf,Mr,0,3,male,20.0,0,0,7.925,S
842,ThomasCharles,Mr,0,2,male,16.0,0,0,10.5,S
843,Augusta,,1,1,female,30.0,0,0,31.0,C
844,PeterL,Mr,0,3,male,34.5,0,0,6.4375,C
845,Jeso,Mr,0,3,male,17.0,0,0,8.6625,S
846,Anthony,Mr,0,3,male,42.0,0,0,7.55,S
847,DouglasBullen,Mr,0,3,male,28.0,8,2,69.55,S
848,Marin,Mr,0,3,male,35.0,0,0,7.8958,C
849,John,Officer,0,2,male,28.0,0,1,33.0,S
850,SamuelL,,1,1,female,28.0,1,0,89.1042,C
851,SigvardHaraldElias,Master,0,3,male,4.0,4,2,31.275,S
852,Johan,Mr,0,3,male,74.0,0,0,7.775,S
853,Nourelain,,0,3,female,9.0,1,1,15.2458,C
854,MaryConover,,1,1,female,16.0,0,1,39.4,S
855,ErnestCourtenay,,0,2,female,44.0,1,0,26.0,S
856,Sam,,1,3,female,18.0,0,1,9.35,S
857,GeorgeDennick,,1,1,female,45.0,1,1,164.8667,S
858,PeterDenis,Mr,1,1,male,51.0,0,0,26.55,S
859,Solomon,,1,3,female,24.0,0,3,19.2583,C
860,Raihed,Mr,0,3,male,28.0,0,0,7.2292,C
861,ClausPeter,Mr,0,3,male,41.0,2,0,14.1083,S
862,FrederickEdward,Mr,0,2,male,21.0,1,0,11.5,S
863,FrederickJoel,,1,1,female,48.0,0,0,25.9292,S
864,DorothyEdithDolly,,0,3,female,28.0,8,2,69.55,S
865,JohnWilliam,Mr,0,2,male,24.0,0,0,13.0,S
866,,,1,2,female,42.0,0,0,13.0,S
867,Asuncion,,1,2,female,27.0,1,0,13.8583,C
868,WashingtonAugustusII,Mr,0,1,male,31.0,0,0,50.4958,S
869,Philemon,Mr,0,3,male,28.0,0,0,9.5,S
870,HaroldTheodor,Master,1,3,male,4.0,1,1,11.1333,S
